,R2_oos_%,IC_spearman,taux_direction_%,DM_pvalue,sharpe_net,sharpe_IC95_bas,sharpe_IC95_haut,drawdown_max_%,rotation_annuelle
moyenne_historique,-0.08065729887627437,-0.0223341222305519,48.84371029224905,0.9553475873076613,-0.33875112060455603,-0.9825827496976196,0.2226623240588335,179.830517079027,0.06405693950177936
ridge,0.8471580182462413,0.07187758004123859,51.91867852604829,0.001027531021428385,0.9383378067150038,0.3702195586910107,1.4583449185592299,50.31780987204778,33.437722419928825
gradient_boosting,0.11380426387743725,0.049754089933306066,50.673443456162644,0.4084282376811579,0.44584398850048845,-0.09916314040802371,0.9481156997645058,48.67984287680828,71.48754448398577
oracle,1.4677047823753897,0.09804369487059303,52.37611181702668,0.00020201247592688265,1.0956767248967831,0.5265815754188252,1.60845508609952,39.72338866231879,22.483985765124554
